row_id,wallet,canonical_lock_hash,dataset_version,collection_state,sampling_stratum,lifetime_tx_count,legacy_proxy_label
288,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2g7t7wtgqxq0528gsnsprw8adlz7mvpncn6cxdt,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1564,bot_like
289,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2gxfhv94tp8sc29c5xhsuttgk4hhpp2nq2mt7ff,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
290,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2gy9cran4y9nmyuvaqzpea2kvks63swwqlqlpl5,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
291,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2h36kp26fly5n2huuc446dc3rzhunq2nsesxffv,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
292,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2hh36z6qmk3vjqha2lv9vykuxwexsaazqx40dhd,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
293,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2hhwwfmxw3e2v6wya8kjw4wc7vlz9jqmgfk8t3y,,ckb-behaviour-dataset-v1,COMPLETE,11-50,32,human_like
294,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2j02vr6g0w9839ptv6m6qr8r3ddzq2x3qjp5nuw,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1560,bot_like
295,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jrflqx0dneevp0v6ssznw8ry6aj8laxcuh9svs,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
296,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2k3fxq87k84uvjlx93f6kjgfllm0uasqge8xsjk,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
297,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2k7w0yl67ft05fyk4qrjfx3gfemp25pcsvpyj40,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
298,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2knh0gfpas59yxcp9hhl6dl22tztaxtwg5e4yru,,ckb-behaviour-dataset-v1,COMPLETE,5000+,7446,bot_like
299,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ku65a3majew8emwdz60lvu64h6jx8lwsqh9wnz,,ckb-behaviour-dataset-v1,COMPLETE,5000+,6950,bot_like
300,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2kv9ul6hjx0yuw490vs9mn789uz6fv5rqgw9r8v,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,4618,bot_like
301,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2kyqv4g2e0y5zkz5akwencfv5sjllu9fgl7psfq,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
302,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2lfh4w2sguefdcw8fmehy5fpaenhehr9cped0e2,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
303,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2mj7v7ut0alqkx38qgu393dw8lafafq0qwnqaxs,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
304,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2mu7xj6mj90s8dxxnuqxyty72rg72ydzscwk9vf,,ckb-behaviour-dataset-v1,COMPLETE,201-500,234,
305,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2n7pqmhqlygzfhe9y2pfegeeqzlgkvfkqkaaams,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
306,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ne4yj30svjzvvdcmd96qhfvepdx6pfcs09q7zl,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
307,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2nku3pd5gl7m6pp0cdx7m9gk2t9pswywqcqwjch,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
308,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2nwlee8epequkd94qh3k5uymjqxgvfktgxl9jd3,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
309,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2pgrf442dam0aa0l8gd2s8jlxfu7hha3c7hg4qq,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3080,bot_like
310,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2pnp7gglp8clvahem5mpf7wmr0pjk5krgf4lwf2,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
311,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2prq2k834rpmfxkcxdkly70x9k3dzrtucjuu3nh,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
312,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2pt4lv34jusjxk0h0vlswce6euuc9f6dgte8p33,,ckb-behaviour-dataset-v1,COMPLETE,11-50,17,human_like
313,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qje0r5vg9pzmpz4uqt7fw32qvcp4a8cc7deems,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
314,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qjj3mqkrdhzuga2qfzf72ma38xhpsaasfj3trw,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
315,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qq5zmvacvrht6g5w35hgdg4mhcxcu5hgu2f8qe,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
316,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qtfq8zdd9rs86hslwh8j4h8qjk6r3e6s0k50ul,,ckb-behaviour-dataset-v1,COMPLETE,201-500,314,
317,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qxj6t4tvw89fzmw2m5j43n9glh7h2jzq90qw40,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
318,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2rsu67gzxhacdwpzfyc0gc5q9vgr6aztc6y5n8c,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
319,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2rv2ln77sfue9zmr4uemppw6e6cqch00sz7curl,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
320,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2s5yg0ax2ej7n9l0xkhrral8ceuaahp7cx9s233,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
321,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2s6dygffm0ed03txsa3ca8npdpel05vqg5j9mgd,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,501-1000,808,
322,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2sac4gxwjac9pr654kg9el2h5ppwe4c0q37chwt,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
323,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2sfv44lf5g89ha2q296zqm8savzcyqxlsulsx6f,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
324,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2smyvvfgqrg2jq2le5ky0aqrcc2astaqghgqpfy,,ckb-behaviour-dataset-v1,COMPLETE,5000+,268237,bot_like
325,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2sn9ghwf2cl5tpvh0ns6mlyxkewxlcfjgpn82xf,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
326,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2stwwespmk3ffj7g7g7auauwvzcqrvf3g7mtxue,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
327,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2t035trz4ztgvjhqp2hc59fcdrkan9ays7c8des,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
328,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2t6z8rc90g09yeh7t3nz2sfe72y20yzcg6jt76x,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
329,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2t9jypuuquc0tfdca5eugj6gk7v3dt0hq4r3hx9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
330,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2tjxvupvk0j6j3nac6rlulaafk47rw40s55j9fc,,ckb-behaviour-dataset-v1,COMPLETE,1-10,5,human_like
331,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2tq8vms882lepc8fk0aapfp0c9nh755xsdtnm3m,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
332,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2tswvjlq20dfc87988h32cp80ua9dnhngmt9m2g,,ckb-behaviour-dataset-v1,COMPLETE,11-50,15,human_like
333,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2uj8rfycz3s3h0m0h62fj8mvxluqr627s8j5led,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
334,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2ul0rt55hnp2e2nzzhfkep4xtc3l88rxqes83vq,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
335,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2uq6ykas222qjhw4k6847guv3y8c7wvccalk3tf,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
336,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2uxysa465m2k0hxh4zefzd2k5j36dly3gxkjc57,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
337,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2vfrwwa2h4ag878nn7935gzex40d9y7xcckkcz2,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
338,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2vr8y8dws0jkz062k8vlpafpu8x9rucvcggdkr4,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
339,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2wctw0r06v9ecgf0w8wv33vfkkdp5em2gaet4lw,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
340,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2wp8mqzlelsy5g3y3ux3m45jtfv6f927gf2gduj,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
341,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2x2jxnym8qzdt7sn29pnlzwgneh80w3jszglw9k,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3635,bot_like
342,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2xegpc9sw3ljyq57p0zx8x2p0dustxp2ctn4nn6,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3021,bot_like
343,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2xg8c6fulfw65ay5aqq99atj30ev84unssl4ska,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
344,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2xy99vwcnnx0a2kj09tygzxtrpklg0jss32v93h,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,51-200,194,
345,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2y33vw9uwvqkxxxh6szdm7mnxn37amh2se2g58h,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
346,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2y7pryn5grvyf8xlv8p0h9840xnpffflsgmrly9,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
347,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2yg6kr7zvjzw0ts2j7qtkd6jzr2kq3g7sdh3azr,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
348,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2yr93x7eusaallmfayyemrlff66pd7v9s34kwg9,,ckb-behaviour-dataset-v1,COMPLETE,1-10,6,human_like
349,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2yul8wt2defw04dp37h0qanqrnmy5tu7qfnad37,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
350,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2z0x6fskhkzceswyv9d0cnrwru7xwec3gpgaqjp,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
351,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2zmwtcwp3x5ngxr7wxp3aq737g35nhgpqq4lp5x,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
352,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2zuyw4u22256gp6v8s6na4p7esyg4h74q68r5ue,,ckb-behaviour-dataset-v1,COMPLETE,5000+,162863,bot_like
353,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd0ee0trngn9r39tuv9d3x5mzvg5mfxlpq5sl2wv,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
354,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd280gcprvtlm89nyxuc2ru9e2tqe0aewcks0h7q,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
355,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd2ar6ayg6tru9um9cuwzulauer397f9rgrzj0c9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
356,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd2dnzrsunklanuwz4u473u3zk5lpc4mxcx8sgk7,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,201-500,341,
357,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd2jafc05hxqah3mxwdfmcej0dynvhpf4gz3rjm2,,ckb-behaviour-dataset-v1,COMPLETE,5000+,8226,bot_like
358,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd2ln87tv0nhyh6r2h84d3fnm5vdsjraagf5r842,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
359,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd35jqqjmg5vua3s77n8487vpukmmlw80q9gkgs4,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
360,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd39v2lwwu4grcvg0r6sc20x3h9jnfje2qt67tm2,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
361,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd3ele94wtw253dum78vpuuy2rcspueckqp9hktf,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
362,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd3jnqsndu5z3ew6anr65w34cyevvnucug28nl8j,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
363,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd3kga46l9ryvaqndgs7ga230t5h9sna5c86ah40,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
364,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd3svphxkm2pw4aurdz7s8egnejerwhheg42y0x7,,ckb-behaviour-dataset-v1,COMPLETE,1-10,3,human_like
365,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd3t75wgj4rjmaem5f46ek9f5g2xe9gsucx860r9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
366,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd3w85684vvlhfh93nrvkq6rz6ve7xu0ugjyfg3s,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
367,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd3x0qcm3mcugawmk49nzaf9r0t0mz4d5gh34tzk,,ckb-behaviour-dataset-v1,COMPLETE,1-10,3,human_like
368,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd403rpqrzn2kc57yx8f2p74n4e0zf2rxqq2drwj,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
369,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd4h5ahm0l94adpfafpftu00tpsncrmmqgghtrxy,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
370,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd4zj9h4nke2ftrmf668nanqd6apkacn0srypcle,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
371,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd52pqxx3q9kjg6xxh9f2h6wuut9numalsjdnjxu,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
372,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd532x7yagmmqne0jkrwggysarh5kufcjgp5ry3g,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
373,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd5hxteyzsxsfckx7my779ksvgyrznwzsqhe3qgy,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
374,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd5hzkwwkg7ac6zwccpy9ta032cu7m996swxuy50,,ckb-behaviour-dataset-v1,COMPLETE,1-10,8,human_like
375,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd5wxs2lr6y8gzek23nkyj04ngcgmutl4s75skv9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
376,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd5z95kzr62mkc2vnadeyv6hpqmwlxv2xgakd68v,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
377,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd5zvdgz64ygu94j8cwvcguc6wz5mhaknc3drq98,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1054,bot_like
378,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd622kmxwaqw0x24xqxfcc9vu6gh3c3w9qpeguet,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
379,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd6328jjvyqyx6psdkxv5gyxmlx90f50cgc8yla8,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
380,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd66ykds4533psl5xqhgvrjhgmyp9wgcvs0d0k60,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
381,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd682nhfyu5lfzt4gp9cmrqgsjpesm3pjqf252gf,,ckb-behaviour-dataset-v1,COMPLETE,201-500,229,
382,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd6jpr7mncc8n3y4jv4z5k8fq7l77s42kq76f87n,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
383,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd6raz9mkh95xl7tg8ymg7klqz7ns0af5ctkwa53,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
384,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd6ttxhzqms8gqpqw02ld92az8vy6g824gcc9ffr,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2107,bot_like
385,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd78qs5nczwg2entdyvvk5fjffnavl4vrg4llx3l,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
386,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7llz9vfprn28merjhktq2w8ydgejz4zsw4kkv5,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
387,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7qx7ag4lw5wlu0ewhgryjrug54tauj4glm5p09,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
388,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7w5u492rs93nr0e0086myx8qdknytcmsw3hx46,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2655,bot_like
389,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7xem3waujkrfq9vrj7vc5tesg793drag9966ur,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
390,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd8a7fpzf530ks6kmw3yfvn72p5v4ayy6gq05avs,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
391,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd8at4zhq3lrngyw88mqued7njjluzc9dcx3mfwa,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
392,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd8k7hgtu960r0sefypjj5c80zvdyyhagq0k0z5r,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3013,bot_like
393,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd8mgf3874del25leeapu8h8tun5f8wn8ckqjt3h,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
394,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd8nhae0j2vdd70r20939u449qn0w3v2ygjrepsg,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
395,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd8v6u0w52u9lptyqx9qg05zs3lprp5t4qsxtt54,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,1001-5000,1628,bot_like
396,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd90zjdscfh4ycd5u75tyntedxxsaxsencatqh4s,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
397,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd98r8kc6aw6a6n3dgd5jy8n9w8mvjx74cmjg8ds,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
398,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd9c7682mljg5qpxtch04dfqpd9vlg7fqq64zd9a,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
399,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd9ec9tr57qedasftglxrgq9yl657ym3yqddeg6p,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
400,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd9jgmyaljpa227x37lanyj7xvzz6nc9yq39e0x9,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
401,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqda5zj9fpg255n7vz04eqkzlles8z72susenvew6,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
402,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqda6qmftuk4uc08kxa6mchk5gl52wj46usevshdf,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
403,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqda7n3jg4g0l0w3ls93xkmre43z6kerr6gjzcwvz,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
404,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdak37z6wn6w6aea983ruzrfl8yweej95cfkzyn9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
405,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdc75deduvc55qd7z48nrd6xy06td2r0wgqqs0vf,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
